# postcode distance_miles
KT2 56.4127721942 
KT20 64.117365673 
KT21 63.4057746724 
KT22 64.5837453549 
KT23 66.3820688496 
KT24 68.1051226688 
KT3 57.0204265945 
KT4 58.1976903047 
KT5 57.9177209794 
KT6 58.3102089572 
KT7 58.7688107733 
KT8 58.5914634248 
KT9 59.9581824933 
KW1 453.632600264 
KW10 433.663151021 
KW11 456.840204658 
KW12 461.138017143 
KW13 463.081105092 
KW14 467.340195045 
KW15 486.53464474 
KW16 488.395949083 
KW17 491.02660482 
KW2 446.953481126 
KW3 445.644391398 
KW5 445.537969227 
KW6 443.82378641 
KW7 440.55462129 
KW8 438.17349543 
KW9 434.402556992 
KY1 304.800158929 
KY10 303.889725984 
KY11 305.09290588 
KY12 308.389584577 
KY13 315.093345826 
KY14 317.785725453 
KY15 313.920531628 
KY16 312.768308835 
KY2 305.306211152 
KY3 302.59648585 
KY4 308.140730052 
KY5 308.700357115 
KY6 310.103753661 
KY7 309.337332395 
KY8 306.845812948 
KY9 304.685281356 
L1 157.567781178 
L10 158.375888471 
L11 156.980214246 
L12 155.833917146 
L13 156.003346076 
L14 154.643636805 
L15 155.272355925 
L16 154.185231695 
L17 155.329094675 
L18 154.234360591 
L19 153.304871874 
L2 158.100512181 
L20 159.704273474 
L21 160.791764143 
L22 161.954220263 
L23 162.337006268 
L24 150.395076174 
L25 152.577028003 
L26 151.01245453 
L27 152.066949065 
L28 154.758575679 
L29 161.594272632 
L3 157.960701088 
L30 160.308179559 
L31 160.247049569 
L32 157.2208659 
L33 157.199571977 
L34 153.142184266 
L35 151.166592619 
L36 153.137547587 
L37 166.218939206 
L38 164.547751099 
L39 160.784915864 
L4 158.210011444 
L40 160.579903633 
L5 158.258890721 
L6 157.162683716 
L69 157.571210548 
L7 156.619211702 
L70 157.502414261 
L8 156.536728551 
L9 158.785702826 
LA1 179.386282744 
LA10 185.026185435 
LA11 190.540428745 
LA12 195.19591746 
LA13 194.575228808 
LA14 195.539546927 
LA15 195.758062627 
LA16 197.887303614 
LA17 199.631062094 
LA18 201.418929678 
LA19 208.063026346 
LA2 176.795821113 
LA20 203.163548673 
LA21 202.888815169 
LA22 203.543996776 
LA23 198.869667175 
LA3 181.890651024 
LA4 182.085933519 
LA5 183.932233063 
LA6 180.722135525 
LA7 187.646124883 
LA8 192.33056348 
LA9 191.988592081 
LD1 151.067410245 
LD2 152.365994992 
LD3 152.451177201 
LD4 159.324900457 
LD5 161.887304445 
LD6 157.208243343 
LD7 139.455274853 
LD8 137.419102789 
LE1 64.1026883196 
LE10 70.5206322761 
LE11 72.1476708081 
LE12 71.1988173498 
LE13 60.9830136496 
LE14 62.1712421944 
LE15 50.2037862195 
LE16 50.5961509982 
LE17 61.3114612066 
LE18 61.823473252 
LE2 62.7966338512 
LE3 65.8661558493 
LE4 64.9201020023 
LE5 62.6337325697 
LE6 69.2700439967 
LE65 80.4181344952 
LE67 75.3801885376 
LE7 63.4971860934 
LE8 60.4273593789 
LE9 68.1820823724 
LH2 175.107893565 
LL11 148.914582601 
LL12 147.753067881 
LL13 145.308602206 
LL14 147.685482268 
LL15 160.742111802 
LL16 167.414870329 
LL17 169.433859921 
LL18 172.606475474 
LL19 170.749266343 
LL20 151.114912819 
LL21 161.67260125 
LL22 175.860998295 
LL23 167.519940863 
LL24 178.007807405 
LL25 181.624879382 
LL26 179.880091265 
LL27 181.593024101 
LL28 182.729566546 
LL29 180.780483937 
LL30 185.645021124 
LL31 184.715836234 
LL32 184.998618764 
LL33 190.171244921 
LL34 188.088404677 
LL35 180.898549868 
LL36 182.302879973 
LL37 183.753533945 
LL38 182.287702902 
LL39 181.284082949 
LL40 176.260722219 
LL41 182.31319094 
LL42 183.232305239 
LL43 185.429325229 
LL44 185.825079001 
LL45 186.194964622 
LL46 187.152010669 
LL47 186.128687494 
LL48 187.032750594 
LL49 189.664097319 
LL51 194.485204734 
LL52 193.733592847 
LL53 203.330726541 
LL54 197.939898135 
LL55 196.239248874 
LL56 197.204240409 
LL57 194.216955267 
LL58 195.521672096 
LL59 196.750406157 
LL60 200.62365401 
LL61 199.858761263 
LL62 205.028711406 
LL63 208.611917592 
LL64 210.619846698 
LL65 214.291077067 
LL66 209.864772651 
LL67 212.590146092 
LL68 209.225648164 
LL69 206.653481524 
LL70 204.89566021 
LL71 207.089162549 
LL72 202.730587711 
LL73 202.501247872 
LL74 201.559446861 
LL75 200.200893274 
LL76 201.41799297 
LL77 203.266457656 
LL78 202.742857732 
LN1 81.6830152857 
LN10 70.0235684139 
LN11 83.0616168178 
LN12 79.7904188682 
LN13 75.3012889127 
LN2 80.1588565702 
LN3 78.0859914725 
LN4 71.5405148446 
LN5 75.6703312794 
LN6 78.2801440636 
LN7 93.6956214487 
LN8 85.529302561 
LN9 73.0835296931 
LS1 133.500262634 
LS10 131.100881498 
LS11 132.476340048 
LS12 134.25595642 
LS13 136.220693061 
LS14 133.275017456 
LS15 131.722745731 
LS16 137.833783155 
LS17 136.631566007 
LS18 138.149955634 
LS19 140.205065751 
LS2 133.662952636 
LS20 141.642485269 
LS21 143.03157294 
LS22 138.196410144 
LS23 135.710615716 
LS24 131.662704898 
LS25 128.069897955 
LS26 128.653314821 
LS27 132.012278695 
LS28 136.589816569 
LS29 146.415661448 
LS3 134.002840062 
LS4 134.940947231 
LS5 135.971940933 
LS6 135.278325869 
LS7 134.510714031 
LS8 134.193588178 
LS9 132.739623825 
LU1 33.4924471196 
LU2 31.7462652717 
LU3 32.6616270053 
LU4 33.9735661668 
LU5 35.200358601 
LU6 37.2298640101 
LU7 40.8215487143 
M1 135.667386759 
M11 134.043443259 
M12 134.017226825 
M13 134.321214219 
M14 134.023938609 
M15 135.646577878 
M16 135.569685848 
M17 137.9362416 
M18 132.882569045 
M19 132.618028086 
M2 136.053041761 
M20 133.197442764 
M21 135.076876393 
M22 132.407868872 
M23 133.905915378 
M24 137.863378912 
M25 139.222596722 
M26 142.56893982 
M27 140.440425131 
M28 142.429368469 
M29 144.088206197 
M3 136.438709195 
M30 139.742474349 
M31 139.168558969 
M32 136.817431574 
M33 136.048269478 
M34 131.041685765 
M35 134.502412794 
M38 143.984502595 
M4 135.840365756 
M40 135.497825352 
M41 138.630985434 
M43 133.238541313 
M44 140.222260123 
M45 140.523214277 
M46 145.927984107 
M5 137.298820189 
M6 138.287969155 
M60 135.854367761 
M7 137.712015716 
M8 137.240694638 
M9 137.034097833 
M90 132.053192631 
ME1 57.1529173066 
ME10 62.1712246802 
ME11 57.9384419309 
ME12 58.35295451 
ME13 67.5343082759 
ME14 63.7616229368 
ME15 65.431746381 
ME16 63.764286383 
ME17 67.5106749886 
ME18 65.2061167036 
ME19 61.7790218028 
ME2 55.6685411138 
ME20 61.3216541857 
ME3 53.5983314838 
ME4 56.9307339246 
ME5 59.0487373305 
ME6 59.6758364736 
ME7 57.3047257538 
ME8 59.0132945781 
ME9 62.6385958463 
MK1 40.7628624883 
MK10 38.9724681739 
MK11 44.6729997061 
MK12 43.6019730053 
MK13 42.3361388317 
MK14 41.3189729988 
MK15 39.915383407 
MK16 39.2253007258 
MK17 39.9865351268 
MK18 51.1990453604 
MK19 44.9226969085 
MK2 41.0009448629 
MK3 42.0275996934 
MK4 42.8656616046 
MK40 28.2738447531 
MK41 27.1395480703 
MK42 28.4642784059 
MK43 32.0252725487 
MK44 26.2085019387 
MK45 29.923248663 
MK46 37.488527563 
MK5 42.8121215939 
MK6 40.9448079116 
MK7 39.0122262797 
MK8 43.3692467325 
MK9 41.4640278192 
ML1 302.566817139 
ML10 298.122537222 
ML11 290.823115407 
ML12 280.823636955 
ML2 299.897851764 
ML3 302.743859052 
ML4 304.636812173 
ML5 307.219946501 
ML6 306.07906841 
ML7 300.224766088 
ML8 295.675862583 
ML9 298.22260271 
N1 45.8549543475 
N10 42.6853644901 
N11 41.3754321971 
N12 41.826077063 
N13 40.4839433592 
N14 39.8782293419 
N15 42.6729827135 
N16 43.872099115 
N17 41.5469642041 
N18 40.4235183915 
N19 44.3807068728 
N2 43.2978316153 
N20 40.8803407462 
N21 39.3129962459 
N22 41.9057231137 
N3 43.0618425703 
N4 43.6421651847 
N5 44.7896597286 
N6 44.0955539369 
N7 45.0194941856 
N8 42.972227669 
N9 39.3322051153 
NE1 207.13227296 
NE10 204.613674622 
NE11 205.376034228 
NE12 209.812969928 
NE13 212.324605412 
NE15 209.478907402 
NE16 205.715902135 
NE17 206.508596583 
NE18 215.130930354 
NE19 227.877863156 
NE2 207.944665917 
NE20 214.896581601 
NE21 207.806683121 
NE22 217.274659896 
NE23 213.604066992 
NE24 215.509750198 
NE25 210.353002302 
NE26 210.083027828 
NE27 209.587505928 
NE28 207.557650978 
NE29 207.583707511 
NE3 209.833855095 
NE30 207.849397622 
NE31 205.581556503 
NE32 204.983759887 
NE33 205.734001528 
NE34 204.402321535 
NE35 203.628706364 
NE36 202.887105661 
NE37 202.032042203 
NE38 200.778074578 
NE39 206.278278044 
NE4 207.670769953 
NE40 209.147822002 
NE41 210.533514707 
NE42 210.220499418 
NE43 210.190863615 
NE44 211.12910987 
NE45 213.843540804 
NE46 215.625221692 
NE47 215.266157173 
NE48 227.777898635 
NE49 221.651096185 
NE5 209.741168217 
NE6 206.706790766 
NE61 221.643467105 
NE62 219.006690736 
NE63 219.704631752 
NE64 219.459932096 
NE65 231.060083615 
NE66 238.236501979 
NE67 244.64533513 
NE68 246.821204535 
NE69 249.582649188 
NE7 208.391524505 
NE70 250.155664581 
NE71 250.868231917 
NE8 205.857721761 
NE9 204.0354583 
NE99 206.776192731 
NG1 77.8915665538 
NG10 79.7321138344 
NG11 76.1653193272 
NG12 73.0250471976 
NG13 70.9195218079 
NG14 77.6808552711 
NG15 83.9516941195 
NG16 85.8209228023 
NG17 89.1233572159 
NG18 88.0734975265 
NG19 89.6003311374 
NG2 76.5070452964 
NG20 91.8616680768 
NG21 86.0927323155 
NG22 84.7396530986 
NG23 77.2107910927 
NG24 74.5181434513 
NG25 78.5357213997 
NG3 77.9849502258 
NG31 61.8707712254 
NG32 64.0822628371 
NG33 54.9870987665 
NG34 61.2464677651 
NG4 76.8332826731 
NG5 79.8359076142 
NG6 81.2698578474 
NG7 78.9362078202 
NG8 80.3567056181 
NG9 79.3811338076 
NN1 45.9664372144 
NN10 34.3584860285 
NN11 58.3221675747 
NN12 50.6337719231 
NN13 57.7867835548 
NN14 40.7425076488 
NN15 40.6275587393 
NN16 41.7692269168 
NN17 43.4116266116 
NN18 43.721121882 
NN2 46.4572316908 
NN29 36.6867014309 
NN3 44.3856504457 
NN4 46.2242478952 
NN5 47.8286603049 
NN6 49.1707555059 
NN7 47.5199044127 
NN8 38.7014535821 
NN9 35.1945906817 
NP10 144.436565845 
NP11 146.654852254 
NP12 148.973213335 
NP13 145.479909935 
NP15 135.031438248 
NP16 128.306285978 
NP18 139.663523839 
NP19 140.863560723 
NP20 142.542692945 
NP22 149.810467179 
NP23 147.050216969 
NP24 149.75537361 
NP25 126.934979635 
NP26 133.241993544 
NP4 141.807469584 
NP44 142.243428923 
NP7 138.588337562 
NP8 143.959111175 
NR1 56.6713800778 
NR10 59.0656283511 
NR11 64.8803152289 
NR12 67.5356544626 
NR13 62.820142635 
NR14 57.1309102298 
NR15 51.1501123092 
NR16 42.3290981837 
NR17 41.4033957931 
NR18 47.5566251163 
NR19 46.5414241345 
NR2 55.943719381 
NR20 50.520045247 
NR21 53.8200383127 
NR22 57.2665257233 
NR23 60.4464835368 
NR24 59.5744675818 
NR25 63.7929074106 
NR26 67.971404581 
NR27 69.7967328096 
NR28 67.8384689575 
NR29 70.8692117904 
NR3 56.8295049766 
NR30 71.9375132181 
NR31 70.0515939074 
NR32 68.8862553502 
NR33 67.5799946074 
NR34 61.8347119341 
NR35 56.3350249377 
NR4 54.6315321829 
NR5 54.6057843214 
NR6 57.0923477809 
NR8 55.4136826889 
NR9 50.2175857533 
NW1 46.7506963561 
NW10 47.7681665846 
NW11 44.5210728026 
NW2 46.1571773186 
NW3 45.8249657169 
NW4 44.3903476652 
NW5 45.5005645629 
NW6 46.8783312312 
NW7 42.8345880949 
NW8 47.1954421301 
NW9 44.997561821 
OL1 135.036334909 
OL10 140.483162897 
OL11 139.816067285 
OL12 140.925896283 
OL13 145.292265571 
OL14 142.996903303 
OL15 139.516674969 
OL16 138.842548651 
OL2 136.229605095 
OL3 132.406118698 
OL4 133.750757573 
OL5 131.512439 
OL6 131.828378591 
OL7 132.247678482 
OL8 134.27185789 
OL9 135.668344492 
OX1 68.688150567 
OX10 68.6716628682 
OX11 73.2476525668 
OX12 79.9554406726 
OX13 74.1706465963 
OX14 71.8009282962 
OX15 68.7167945862 
OX16 65.5927942345 
OX17 63.3408659051 
OX18 81.2609163944 
OX2 68.8156841038 
OX20 69.6425939852 
OX25 62.7686312283 
OX26 60.2547223669 
OX27 59.3304875568 
OX28 76.527561209 
OX29 74.1051555596 
OX3 66.4672443973 
OX33 63.9935334882 
OX39 57.4459061707 
OX4 67.4764097999 
OX44 65.3048426669 
OX49 62.5397662663 
OX5 67.1976945357 
OX6 60.7677393277 
OX7 75.4985581256 
OX8 75.1239807839 
OX9 58.5076578897 
PA1 315.467484445 
PA10 318.092486754 
PA11 320.141606457 
PA12 317.913225422 
PA13 323.226712135 
PA14 325.883834482 
PA15 328.783241154 
PA16 330.082621379 
PA17 328.097927158 
PA18 329.478765354 
PA19 331.208294508 
PA2 315.012931178 
PA20 331.07970503 
PA21 339.470889388 
PA22 340.61592713 
PA23 334.077941496 
PA24 344.117639128 
PA25 350.596568209 
PA26 350.389303563 
PA27 348.380405534 
PA28 327.012685102 
PA29 340.820163401 
PA3 316.572687561 
PA30 350.482425087 
PA31 352.85168739 
PA32 351.796771913 
PA33 359.256557817 
PA34 371.850786817 
PA35 365.202485169 
PA36 361.037730672 
PA37 372.561486446 
PA38 377.953282928 
PA4 316.593645622 
PA41 342.061405131 
PA42 353.562943935 
PA43 361.641334602 
PA44 363.800933634 
PA45 361.110872498 
PA46 361.68944804 
PA47 364.984600668 
PA48 363.848148731 
PA49 366.104982234 
PA5 316.951971511 
PA6 319.338451354 
PA60 356.65327086 
PA61 373.925903098 
PA62 378.525738478 
PA63 376.217193638 
PA64 378.152060571 
PA65 381.051565612 
PA66 390.498715596 
PA67 386.441298042 
PA68 390.098921971 
PA69 385.842347535 
PA7 320.942613375 
PA70 383.583606289 
PA71 388.113850719 
PA72 389.594200062 
PA73 394.217838947 
PA74 397.236831546 
PA75 398.492498955 
PA76 391.837348952 
PA77 413.056195973 
PA78 410.183424698 
PA8 319.352471752 
PA9 316.887684552 
PE1 33.6970816011 
PE10 47.9360820469 
PE11 46.1444852584 
PE12 42.5854179664 
PE13 34.1557520502 
PE14 32.0255822833 
PE15 25.2703589861 
PE16 20.1161291518 
PE19 19.5685034629 
PE2 32.8053832472 
PE20 53.7024878607 
PE21 55.9573040717 
PE22 60.6029567013 
PE23 69.0642647846 
PE24 68.464146296 
PE25 67.8378130909 
PE26 23.057858031 
PE27 15.7077239288 
PE28 20.3162758787 
PE29 19.056832822 
PE3 34.5635876073 
PE30 41.4446705762 
PE31 50.9453924606 
PE32 42.5397701353 
PE33 34.7670897046 
PE34 38.4169095145 
PE35 46.886411854 
PE36 54.2319423902 
PE37 38.7226381432 
PE38 29.6317706779 
PE4 35.7886495316 
PE5 35.8747499567 
PE6 38.1501303454 
PE7 29.9378994952 
PE8 36.1246066717 
PE9 43.5282206022 
PH1 328.806746257 
PH10 338.331920451 
PH11 338.089911182 
PH12 332.810074672 
PH13 332.409150046 
PH14 325.707079638 
PH15 348.929801231 
PH16 352.288179847 
PH17 362.284159874 
PH18 357.817138215 
PH19 374.364827584 
PH2 325.447449871 
PH20 379.642808042 
PH21 379.364376614 
PH22 382.342651024 
PH23 387.786766479 
PH24 384.864936092 
PH25 383.734726634 
PH26 387.340179654 
PH3 325.953331348 
PH30 372.822577233 
PH31 383.110060413 
PH32 395.134070912 
PH33 385.529385547 
PH34 387.387291854 
PH35 396.10148627 
PH36 397.691570386 
PH38 401.415682222 
PH39 407.313513787 
PH4 325.082055422 
PH40 408.766247475 
PH41 412.014722662 
PH42 414.018051534 
PH43 423.404099624 
PH44 431.055975727 
PH49 377.278810806 
PH5 330.002470495 
PH50 376.179233947 
PH6 335.897240209 
PH7 332.571301296 
PH8 339.628427417 
PH9 346.733157302 
PL1 225.848426919 
PL10 228.980006685 
PL11 229.285058766 
PL12 227.419671703 
PL13 238.138418243 
PL14 233.782687338 
PL15 225.252130063 
PL16 219.75330096 
PL17 225.860952292 
PL18 222.701607365 
PL19 218.762390702 
PL2 225.459473826 
PL20 218.840225322 
PL21 216.857573385 
PL22 242.941295789 
PL23 244.807099354 
PL24 246.919560219 
PL25 249.976353594 
PL26 251.696897668 
PL27 247.174762397 
PL28 250.340512055 
PL29 243.322470114 
PL3 224.199770775 
PL30 242.360458939 
PL31 243.188547789 
PL32 235.2104854 
PL33 238.345981945 
PL34 237.521629423 
PL35 234.460597131 
PL4 224.786399748 
PL5 224.777617478 
PL6 222.646687433 
PL7 221.115975704 
PL8 222.254183261 
PL9 224.19187055 
PO1 110.016677017 
PO10 103.536976989 
PO11 108.146279597 
PO12 111.299812884 
PO13 111.224027208 
PO14 110.714440836 
PO15 109.288566701 
PO16 108.574957204 
PO17 106.531771367 
PO18 100.505805455 
PO19 101.53255808 
PO2 108.757053475 
PO20 105.111612485 
PO21 103.551585941 
PO22 101.897331974 
PO3 108.368780512 
PO30 121.472990798 
PO31 117.683448016 
PO32 117.246545433 
PO33 116.459315217 
PO34 115.541490978 
PO35 116.790974087 
PO36 120.112436796 
PO37 122.006327793 
PO38 125.057604143 
PO39 127.55608721 
PO4 110.002593613 
PO40 126.989041274 
PO41 124.94758233 
PO5 110.553788726 
PO6 106.784511444 
PO7 103.951485567 
PO8 101.647177337 
PO9 103.893363559 
PR1 162.825752197 
PR2 163.997638644 
PR25 159.748571615 
PR26 160.926303057 
PR3 168.458996062 
PR4 166.816616798 
PR5 160.253752304 
PR6 155.907556733 
PR7 156.289658844 
PR8 167.172835808 
PR9 167.162609512 
RG1 70.4119876902 
RG10 65.9252573413 
RG12 66.6862262141 
RG14 84.1899579792 
RG17 88.0917074252 
RG18 80.0327104955 
RG19 81.7768163164 
RG2 71.3433957665 
RG20 84.4423559726 
RG21 83.5088222725 
RG22 85.2809902826 
RG23 85.4476009859 
RG24 82.2136392788 
RG25 87.5671666429 
RG26 80.0882247361 
RG27 77.615891256 
RG28 92.3358313389 
RG29 80.653988116 
RG30 71.8690361881 
RG31 72.5249377749 
RG4 69.1084596206 
RG40 69.4040405756 
RG41 69.1548461146 
RG42 65.7155567139 
RG45 69.7799229506 
RG5 68.6363325059 
RG6 70.0295756121 
RG7 76.4458339554 
RG8 72.3019834721 
RG9 64.6139930163 
RH1 66.6064531788 
RH10 74.7184919354 
RH11 75.5623474942 
RH12 79.3066303128 
RH13 81.8039924136 
RH14 84.227673807 
RH15 85.4144591714 
RH16 82.0981482033 
RH17 80.9216836557 
RH18 74.908504708 
RH19 73.1774301208 
RH2 67.1993151974 
RH20 90.2536894353 
RH3 68.3015768577 
RH4 69.2315746389 
RH5 71.6219329374 
RH6 71.1082700139 
RH7 69.8362659646 
RH8 64.4520571053 
RH9 65.9247567763 
RM1 41.1372514648 
RM10 43.6454212358 
RM11 41.9165817553 
RM12 43.0798567484 
RM13 45.0775416695 
RM14 42.981634316 
RM15 46.3366480022 
RM16 47.7294786508 
RM17 48.5597415698 
RM18 49.6679743717 
RM19 48.0471102014 
RM2 41.0013986547 
RM20 48.4431136713 
RM3 39.7145178744 
RM4 37.5634137639 
RM5 39.9041805462 
RM6 41.6227790732 
RM7 41.6291821009 
RM8 42.9366036377 
RM9 44.0316305139 
S1 108.457566802 
S10 109.629866465 
S11 108.499968424 
S12 105.083758178 
S13 105.351527433 
S14 106.000834363 
S17 107.011191418 
S18 104.375467068 
S2 107.341040138 
S20 102.935253835 
S21 101.420225946 
S25 101.345127459 
S26 102.496040242 
S3 108.933146835 
S32 108.959085223 
S33 113.640327705 
S35 113.259544769 
S36 118.816608898 
S4 108.982183437 
S40 100.36173774 
S41 100.471024068 
S42 98.0296983664 
S43 99.1329827544 
S44 96.1579096467 
S45 96.2840788799 
S5 110.523738424 
S6 110.742797193 
S60 107.157297452 
S61 109.880610004 
S62 109.948300415 
S63 112.489715672 
S64 110.227104255 
S65 107.673296544 
S66 104.883195365 
S7 107.671103083 
S70 117.268228348 
S71 118.627306769 
S72 117.353465648 
S73 114.360491121 
S74 114.217576093 
S75 119.570863334 
S8 106.589842502 
S80 95.4859624772 
S81 97.3889823741 
S9 108.061467752 
SA1 180.595738322 
SA10 173.784318684 
SA11 172.394604314 
SA12 174.882698954 
SA13 172.026716299 
SA14 186.067082641 
SA15 189.045277271 
SA16 192.901778939 
SA17 193.291648532 
SA18 178.957906391 
SA19 176.989692177 
SA2 183.009664478 
SA20 169.689215591 
SA3 186.063885561 
SA31 193.07867907 
SA32 187.02387578 
SA33 198.603460645 
SA34 206.328611131 
SA35 202.816918199 
SA36 204.921186921 
SA37 203.889945334 
SA38 198.742865429 
SA39 188.956153635 
SA4 184.468040779 
SA40 185.772590819 
SA41 208.858594993 
SA42 214.951727997 
SA43 205.104402041 
SA44 194.137613635 
SA45 193.233359847 
SA46 188.579563581 
SA47 190.584191174 
SA48 182.874700897 
SA5 181.496168045 
SA6 179.081204941 
SA61 221.867146173 
SA62 225.270086305 
SA63 216.096900558 
SA64 221.794742935 
SA65 220.05033015 
SA66 211.367006645 
SA67 211.858362487 
SA68 213.961075088 
SA69 211.581595717 
SA7 177.983651442 
SA70 213.474907367 
SA71 221.59564609 
SA72 221.479156898 
SA73 224.461250421 
SA8 175.295655909 
SA9 171.114554086 
SE1 48.3734930704 
SE10 48.7413152843 
SE11 49.1929642925 
SE12 51.030704833 
SE13 50.2913344207 
SE14 49.4644864354 
SE15 49.8734404056 
SE16 48.1416918448 
SE17 49.0754787703 
SE18 48.0996638643 
SE19 53.7050795107 
SE2 47.5994773024 
SE20 53.8706693044 
SE21 52.3851994004 
SE22 51.153751808 
SE23 51.896297577 
SE24 51.4293754028 
SE25 55.0422370911 
SE26 52.8198966428 
SE27 53.0520132805 
SE28 46.7268899081 
SE3 49.4189258609 
SE4 50.3472693236 
SE5 50.0713747401 
SE6 51.7732590309 
SE7 48.2949544023 
SE8 48.9487357629 
SE9 50.8588369894 
SG1 24.5987074093 
SG10 23.4320349787 
SG11 21.480153159 
SG12 26.5926148598 
SG13 29.0789670375 
SG14 28.1906183227 
SG15 22.3046907959 
SG16 23.4992865715 
SG17 24.2180235608 
SG18 20.4630661566 
SG19 18.5057510358 
SG2 24.5743766869 
SG3 26.9774045059 
SG4 26.0225376047 
SG5 24.9019625333 
SG6 22.1827909996 
SG7 19.5381865792 
SG8 11.6338488175 
SG9 17.9821028334 
SK1 129.904366745 
SK10 123.616490216 
SK11 122.80294695 
SK12 125.508485274 
SK13 125.979471116 
SK14 128.905927278 
SK15 130.27452268 
SK16 130.800805794 
SK17 114.024645772 
SK2 128.71221354 
SK22 123.154199048 
SK23 119.987209549 
SK3 130.096787419 
SK4 131.31126447 
SK5 131.13095563 
SK6 127.56841889 
SK7 127.941149413 
SK8 130.498264636 
SK9 128.997581592 
SL0 54.2262478822 
SL1 57.2342197082 
SL2 55.8804132941 
SL3 56.573578768 
SL4 59.7306673747 
SL5 64.5936098607 
SL6 59.8024397109 
SL7 58.6600041386 
SL8 56.4139999563 
SL9 51.1421676268 
SM1 58.3353430872 
SM2 59.3372272748 
SM3 58.3422684811 
SM4 56.7107337408 
SM5 57.910642598 
SM6 58.1946935114 
SM7 61.3009632945 
SN1 94.3241000024 
SN10 109.944563457 
SN11 106.752357901 
SN12 114.230151847 
SN13 115.295973141 
SN14 113.039372482 
SN15 108.673455954 
SN16 105.541579938 
SN2 93.9329445343 
SN25 94.1017586602 
SN26 92.993938336 
SN3 93.0138013431 
SN4 96.8803766824 
SN5 96.4842496118 
SN6 91.0951425566 
SN7 83.3761248317 
SN8 96.3719238635 
SN9 103.239438431 
SO14 111.138188529 
SO15 111.447603963 
SO16 110.632446248 
SO17 110.124495189 
SO18 109.332656383 
SO19 110.393949115 
SO20 103.462311222 
SO21 99.9052878699 
SO22 100.910352336 
SO23 100.164554416 
SO24 94.9096599779 
SO30 108.206090618 
SO31 110.771103397 
SO32 104.09192894 
SO40 113.60077123 
SO41 124.062260881 
SO42 120.213932835 
SO43 117.404248544 
SO45 114.494453801 
SO50 106.30393685 
SO51 109.510744308 
SO52 108.654039071 
SO53 106.596497439 
SP1 114.254859395 
SP10 98.0654882942 
SP11 98.2945887804 
SP2 115.413700928 
SP3 120.187416366 
SP4 109.267054526 
SP5 116.136301276 
SP6 121.279929444 
SP7 130.40157253 
SP8 132.609875462 
SP9 102.915284539 
SR1 199.605608041 
SR2 198.262052174 
SR3 198.140603216 
SR4 199.822880111 
SR5 201.317814299 
SR6 201.418904644 
SR7 194.362211795 
SR8 189.832419128 
SR9 199.213043747 
SS0 48.5682896487 
SS1 49.9207140246 
SS11 41.5440475829 
SS12 41.9541832576 
SS13 43.8151522933 
SS14 43.3161065034 
SS15 42.6776772336 
SS16 43.9278908182 
SS17 46.5422334054 
SS2 48.8052924867 
SS3 50.8087004144 
SS4 46.0821541273 
SS5 43.9857654778 
SS6 44.4298181068 
SS7 45.5978900045 
SS8 48.3654098164 
SS9 47.3316429082 
ST1 115.503325773 
ST10 106.685116491 
ST11 109.612729943 
ST12 112.895860587 
ST13 112.763195964 
ST14 100.268865788 
ST15 110.548592041 
ST16 106.892758892 
ST17 105.509351776 
ST18 105.500061404 
ST19 105.483977104 
ST2 114.199998763 
ST20 112.110216002 
ST21 113.826341845 
ST3 112.163435875 
ST4 114.861010719 
ST5 117.500677179 
ST6 117.188926226 
ST7 121.003709976 
ST8 118.491875958 
ST9 113.719384125 
SW1 49.0789692906 
SW10 50.4782726132 
SW11 51.3763004966 
SW12 52.5066035951 
SW13 51.9082957032 
SW14 52.8800695051 
SW15 52.8079871604 
SW16 53.8811171924 
SW17 53.7487628808 
SW18 52.7679850297 
SW19 54.7168975525 
SW1A 48.5292675732 
SW1E 49.0004115516 
SW1H 48.8730983078 
SW1P 49.0601209321 
SW1V 49.4645260745 
SW1W 49.3768744551 
SW1X 49.1224142026 
SW1Y 48.4088510879 
SW2 51.9767822736 
SW20 55.8009274536 
SW3 49.8712097875 
SW4 51.356173683 
SW5 50.1287090516 
SW6 51.1979872851 
SW7 49.5436517674 
SW8 50.3110861745 
SW9 50.5626594735 
SY1 129.418687361 
SY10 146.945660731 
SY11 143.913771216 
SY12 139.345811157 
SY13 132.634108897 
SY14 137.615036666 
SY15 142.931577286 
SY16 150.122663961 
SY17 156.536301323 
SY18 159.456315573 
SY19 163.163964568 
SY2 128.635439745 
SY20 172.231618701 
SY21 147.333073407 
SY22 148.08547083 
SY23 180.388915091 
SY24 179.618595834 
SY25 175.290582419 
SY3 130.193074324 
SY4 131.302835821 
SY5 131.740327116 
SY6 128.61711038 
SY7 131.549528517 
SY8 123.059980892 
SY9 136.332555486 
TA1 162.905224074 
TA10 151.937862391 
TA11 146.419559281 
TA12 152.250611317 
TA13 154.712558751 
TA14 152.559947309 
TA15 151.217977209 
TA16 155.614214556 
TA17 157.108470474 
TA18 156.411162121 
TA19 158.935509998 
TA2 162.238146367 
TA20 163.046253397 
TA21 169.576728368 
TA22 178.745366625 
TA23 167.603854531 
TA24 173.209440919 
TA3 161.275792763 
TA4 167.242946801 
TA5 158.502184288 
TA6 155.223551422 
TA7 151.719219777 
TA8 151.153711083 
TA9 150.24306237 
TD1 268.063054838 
TD10 267.159899045 
TD11 269.84662642 
